分类,视频,类型,点赞,评论,综合评分
美食制作,金字塔尖的做法！肉香和豆豉香结合，下饭简直一绝~丨回锅肉,美食制作,18163,606,5873.099999999999
美食制作,原来蹭吃蹭喝这么幸福，就不知道以后有没有机会呀，哈哈哈,出行,58195,456,17777.7
美食制作,2022《伴你成长》毕业季大合唱来了！,MV,142981,1706,44088.49999999999
美食制作,在印度想家了怎么办？吃点家乡的美食！,美食侦探,148959,2340,46325.7
美食制作,如果僵尸拿起了铲子！,单机游戏,305280,477,91917.9
美食制作,谢谢你，虚空妈咪,电子竞技,53887,962,16839.5
美食制作,空灵嗓音直击灵魂深处，男女合唱英文版《海底》,翻唱,13895,459,4489.8
美食制作,我知道，喜茶很想弄死我...,美食制作,104132,1188,32071.199999999997
美食制作,学渣的自我修养！画地为牢什么的，常规操作而已,搞笑,165165,364,49804.3
美食制作,Cardi B《浦巴罗》精彩片段,明星综合,20721,547,6599.2
美食制作,【原神填词/海底】浮生终一刹，万般皆难舍,手机游戏,23866,505,7513.3
美食制作,孤勇者小学生 但是特效拉满,鬼畜剧场,337827,3211,103595.79999999999
美食制作,我只是多看了他一眼，他就拼命追我们，可能是疯了？,汪星人,212167,2935,65704.6
美食制作,小诊所深藏中医圣手，他用吸血鬼造神奇，为病人好从不多开一副药,科学科普,54592,1045,17109.1
美食制作,老外vs你的联系方式,搞笑,58616,816,18156.0
美食制作,剧TOP：豆瓣9.1，现象级韩剧《D.P逃兵追缉令》（上）,影视杂谈,35567,1367,11627.0
美食制作,“一百一别住酒店了，你上我家住别墅去吧。”出行奇遇，路遇“空城”,出行,13278,1844,5274.2
美食制作,大家切记 东西咱能不买就不买 能白嫖就白嫖,日常,86296,1420,26882.8
美食制作,后来的古言剧再无这般惊才绝艳的台词！这来自几百年前的女性呐喊至今振聋发聩,影视剪辑,27498,393,8524.5
美食制作,求求你别卷了！这玩意在校门口卖10元真不贵…,美食制作,58679,538,17980.3
美食制作,这玩意才是米饭杀手！！！,美食制作,21558,491,6811.099999999999
美食制作,中国上海独有的超市？美食堪比世界级食堂！烤猪肘、烤鸡竟然是这味道？,美食测评,23195,431,7260.2
美食制作,在毕业最后一天和被拒三年的学姐表白？,美妆护肤,65853,889,20378.199999999997
美食制作,“一步之遥-金州勇士”,篮球,53916,272,16365.199999999999
美食制作,【神超云顶之弈】T0冒险刀霞！顶级拼多多理解把把吃分， 学会三天上大师！【S7巨龙之境阵容教学】,电子竞技,24624,1540,8465.2
美食制作,有一个表情管理的教导主任是什么体验,舞蹈综合,209120,1745,63957.5
美食制作,破败之王超级分身：50个英雄！我一个人就是军队！(破败之王 佛耶戈BUG),电子竞技,11105,875,3944.0
美食制作,李庄白肉  厨子探店¥199,美食侦探,81812,2064,25988.399999999998
美食制作,这也行？我国科学家通过蚂蟥体内DNA分析保护区动物！,社会,49235,1040,15498.5
美食制作,去孔子学院接侯哥放学，检查学习成果，新房子买电缆刚好1000万当地币,出行,21534,1053,7197.299999999999
美食制作,食人巨鳄横行非洲40年，开枪打不死至今没抓着，现实比电影还离谱···,动物综合,11338,691,3885.1
美食制作,80买3斤牛最便宜的肉，看着丑，做好香！比牛腱肉还好吃！,美食记录,14823,426,4745.099999999999
手机游戏,【超实用】你的手机号绑定了多少app？30秒快速查询、解绑！,社会,147649,4142,47194.1
手机游戏,读书不知归处，误入书画境中,绘画,380361,1034,114832.1
手机游戏,【暴走大事件第九季】 05 考漂移、测智商、忽悠聊天？扒一扒各国驾考文化,综艺,23295,477,7322.4
手机游戏,夜以继日，蛮横搏斗太刺激，这鱼我等它一年了！,运动综合,31569,2240,11038.699999999999
手机游戏,《 轻 轻 敲 醒 沉 睡 的 心 灵 》,单机游戏,72509,370,22011.7
手机游戏,一个午餐肉罐头能放十年还不坏，原理是什么？,科学科普,46941,957,14752.199999999999
手机游戏,卧槽！原来刘亦菲当年说的都是真的！,粉丝创作,60805,2630,20082.5
手机游戏,这个4年前最被期待的射击游戏终于要来了！【第三次世界大战】,网络游戏,294276,3446,90695.0
手机游戏,你们根本不懂有女儿的快乐………,搞笑,31401,283,9618.4
手机游戏,大庆赶海，发现一只大个猫眼螺藏在沙子里，肥肥的一捏全是水,田园美食,36821,462,11369.699999999999
手机游戏,假如世界禁止嘤嘤怪,健身,21531,314,6679.1
手机游戏,称霸亚洲走向世界？印度的大国梦是怎么破碎的,人文历史,12224,435,3971.7
手机游戏,艾特喜欢汪汪的男孩子来看,汪星人,35004,859,11102.499999999998
手机游戏,为什么男人的韭菜不好割了【沈帅波】,财经商业,18735,1048,6354.1
手机游戏,在乡下生活也是一种享受,搞笑,39670,412,12189.4
手机游戏,千 万 别 在 西 藏 上 厕 所 ！,出行,34923,908,11112.5
手机游戏,编剧真的没有必要让男女主强行双洁！！！,影视杂谈,24466,3325,9667.3
手机游戏,课 堂 请 勿 对 对 子【2022毕业篇】！！！,短片·手书·配音,298436,1774,90772.6
手机游戏,金字塔尖的做法！肉香和豆豉香结合，下饭简直一绝~丨回锅肉,美食制作,18163,606,5873.099999999999
手机游戏,原来蹭吃蹭喝这么幸福，就不知道以后有没有机会呀，哈哈哈,出行,58195,456,17777.7
手机游戏,2022《伴你成长》毕业季大合唱来了！,MV,142981,1706,44088.49999999999
手机游戏,在印度想家了怎么办？吃点家乡的美食！,美食侦探,148959,2340,46325.7
手机游戏,如果僵尸拿起了铲子！,单机游戏,305280,477,91917.9
手机游戏,谢谢你，虚空妈咪,电子竞技,53887,962,16839.5
手机游戏,空灵嗓音直击灵魂深处，男女合唱英文版《海底》,翻唱,13895,459,4489.8
手机游戏,我知道，喜茶很想弄死我...,美食制作,104132,1188,32071.199999999997
手机游戏,学渣的自我修养！画地为牢什么的，常规操作而已,搞笑,165165,364,49804.3
手机游戏,Cardi B《浦巴罗》精彩片段,明星综合,20721,547,6599.2
手机游戏,【原神填词/海底】浮生终一刹，万般皆难舍,手机游戏,23866,505,7513.3
手机游戏,孤勇者小学生 但是特效拉满,鬼畜剧场,337827,3211,103595.79999999999
手机游戏,我只是多看了他一眼，他就拼命追我们，可能是疯了？,汪星人,212167,2935,65704.6
手机游戏,小诊所深藏中医圣手，他用吸血鬼造神奇，为病人好从不多开一副药,科学科普,54592,1045,17109.1
手机游戏,老外vs你的联系方式,搞笑,58616,816,18156.0
手机游戏,剧TOP：豆瓣9.1，现象级韩剧《D.P逃兵追缉令》（上）,影视杂谈,35567,1367,11627.0
手机游戏,“一百一别住酒店了，你上我家住别墅去吧。”出行奇遇，路遇“空城”,出行,13278,1844,5274.2
手机游戏,大家切记 东西咱能不买就不买 能白嫖就白嫖,日常,86296,1420,26882.8
手机游戏,后来的古言剧再无这般惊才绝艳的台词！这来自几百年前的女性呐喊至今振聋发聩,影视剪辑,27498,393,8524.5
手机游戏,求求你别卷了！这玩意在校门口卖10元真不贵…,美食制作,58679,538,17980.3
手机游戏,这玩意才是米饭杀手！！！,美食制作,21558,491,6811.099999999999
手机游戏,中国上海独有的超市？美食堪比世界级食堂！烤猪肘、烤鸡竟然是这味道？,美食测评,23195,431,7260.2
手机游戏,在毕业最后一天和被拒三年的学姐表白？,美妆护肤,65853,889,20378.199999999997
手机游戏,“一步之遥-金州勇士”,篮球,53916,272,16365.199999999999
手机游戏,【神超云顶之弈】T0冒险刀霞！顶级拼多多理解把把吃分， 学会三天上大师！【S7巨龙之境阵容教学】,电子竞技,24624,1540,8465.2
手机游戏,有一个表情管理的教导主任是什么体验,舞蹈综合,209120,1745,63957.5
手机游戏,破败之王超级分身：50个英雄！我一个人就是军队！(破败之王 佛耶戈BUG),电子竞技,11105,875,3944.0
手机游戏,李庄白肉  厨子探店¥199,美食侦探,81812,2064,25988.399999999998
手机游戏,这也行？我国科学家通过蚂蟥体内DNA分析保护区动物！,社会,49235,1040,15498.5
手机游戏,去孔子学院接侯哥放学，检查学习成果，新房子买电缆刚好1000万当地币,出行,21534,1053,7197.299999999999
手机游戏,食人巨鳄横行非洲40年，开枪打不死至今没抓着，现实比电影还离谱···,动物综合,11338,691,3885.1
手机游戏,80买3斤牛最便宜的肉，看着丑，做好香！比牛腱肉还好吃！,美食记录,14823,426,4745.099999999999
鬼畜剧场,【超实用】你的手机号绑定了多少app？30秒快速查询、解绑！,社会,147649,4142,47194.1
鬼畜剧场,读书不知归处，误入书画境中,绘画,380361,1034,114832.1
鬼畜剧场,【暴走大事件第九季】 05 考漂移、测智商、忽悠聊天？扒一扒各国驾考文化,综艺,23295,477,7322.4
鬼畜剧场,夜以继日，蛮横搏斗太刺激，这鱼我等它一年了！,运动综合,31569,2240,11038.699999999999
鬼畜剧场,《 轻 轻 敲 醒 沉 睡 的 心 灵 》,单机游戏,72509,370,22011.7
鬼畜剧场,一个午餐肉罐头能放十年还不坏，原理是什么？,科学科普,46941,957,14752.199999999999
鬼畜剧场,卧槽！原来刘亦菲当年说的都是真的！,粉丝创作,60805,2630,20082.5
鬼畜剧场,这个4年前最被期待的射击游戏终于要来了！【第三次世界大战】,网络游戏,294276,3446,90695.0
鬼畜剧场,你们根本不懂有女儿的快乐………,搞笑,31401,283,9618.4
鬼畜剧场,大庆赶海，发现一只大个猫眼螺藏在沙子里，肥肥的一捏全是水,田园美食,36821,462,11369.699999999999
鬼畜剧场,假如世界禁止嘤嘤怪,健身,21531,314,6679.1
鬼畜剧场,称霸亚洲走向世界？印度的大国梦是怎么破碎的,人文历史,12224,435,3971.7
鬼畜剧场,艾特喜欢汪汪的男孩子来看,汪星人,35004,859,11102.499999999998
鬼畜剧场,为什么男人的韭菜不好割了【沈帅波】,财经商业,18735,1048,6354.1
鬼畜剧场,在乡下生活也是一种享受,搞笑,39670,412,12189.4
鬼畜剧场,千 万 别 在 西 藏 上 厕 所 ！,出行,34923,908,11112.5
鬼畜剧场,编剧真的没有必要让男女主强行双洁！！！,影视杂谈,24466,3325,9667.3
鬼畜剧场,课 堂 请 勿 对 对 子【2022毕业篇】！！！,短片·手书·配音,298436,1774,90772.6
鬼畜剧场,金字塔尖的做法！肉香和豆豉香结合，下饭简直一绝~丨回锅肉,美食制作,18163,606,5873.099999999999
鬼畜剧场,原来蹭吃蹭喝这么幸福，就不知道以后有没有机会呀，哈哈哈,出行,58195,456,17777.7
鬼畜剧场,2022《伴你成长》毕业季大合唱来了！,MV,142981,1706,44088.49999999999
鬼畜剧场,在印度想家了怎么办？吃点家乡的美食！,美食侦探,148959,2340,46325.7
鬼畜剧场,如果僵尸拿起了铲子！,单机游戏,305280,477,91917.9
鬼畜剧场,谢谢你，虚空妈咪,电子竞技,53887,962,16839.5
鬼畜剧场,空灵嗓音直击灵魂深处，男女合唱英文版《海底》,翻唱,13895,459,4489.8
鬼畜剧场,我知道，喜茶很想弄死我...,美食制作,104132,1188,32071.199999999997
鬼畜剧场,学渣的自我修养！画地为牢什么的，常规操作而已,搞笑,165165,364,49804.3
鬼畜剧场,Cardi B《浦巴罗》精彩片段,明星综合,20721,547,6599.2
鬼畜剧场,【原神填词/海底】浮生终一刹，万般皆难舍,手机游戏,23866,505,7513.3
鬼畜剧场,孤勇者小学生 但是特效拉满,鬼畜剧场,337827,3211,103595.79999999999
鬼畜剧场,我只是多看了他一眼，他就拼命追我们，可能是疯了？,汪星人,212167,2935,65704.6
鬼畜剧场,小诊所深藏中医圣手，他用吸血鬼造神奇，为病人好从不多开一副药,科学科普,54592,1045,17109.1
鬼畜剧场,老外vs你的联系方式,搞笑,58616,816,18156.0
鬼畜剧场,剧TOP：豆瓣9.1，现象级韩剧《D.P逃兵追缉令》（上）,影视杂谈,35567,1367,11627.0
鬼畜剧场,“一百一别住酒店了，你上我家住别墅去吧。”出行奇遇，路遇“空城”,出行,13278,1844,5274.2
鬼畜剧场,大家切记 东西咱能不买就不买 能白嫖就白嫖,日常,86296,1420,26882.8
鬼畜剧场,后来的古言剧再无这般惊才绝艳的台词！这来自几百年前的女性呐喊至今振聋发聩,影视剪辑,27498,393,8524.5
鬼畜剧场,求求你别卷了！这玩意在校门口卖10元真不贵…,美食制作,58679,538,17980.3
鬼畜剧场,这玩意才是米饭杀手！！！,美食制作,21558,491,6811.099999999999
鬼畜剧场,中国上海独有的超市？美食堪比世界级食堂！烤猪肘、烤鸡竟然是这味道？,美食测评,23195,431,7260.2
鬼畜剧场,在毕业最后一天和被拒三年的学姐表白？,美妆护肤,65853,889,20378.199999999997
鬼畜剧场,“一步之遥-金州勇士”,篮球,53916,272,16365.199999999999
鬼畜剧场,【神超云顶之弈】T0冒险刀霞！顶级拼多多理解把把吃分， 学会三天上大师！【S7巨龙之境阵容教学】,电子竞技,24624,1540,8465.2
鬼畜剧场,有一个表情管理的教导主任是什么体验,舞蹈综合,209120,1745,63957.5
鬼畜剧场,破败之王超级分身：50个英雄！我一个人就是军队！(破败之王 佛耶戈BUG),电子竞技,11105,875,3944.0
鬼畜剧场,李庄白肉  厨子探店¥199,美食侦探,81812,2064,25988.399999999998
鬼畜剧场,这也行？我国科学家通过蚂蟥体内DNA分析保护区动物！,社会,49235,1040,15498.5
鬼畜剧场,去孔子学院接侯哥放学，检查学习成果，新房子买电缆刚好1000万当地币,出行,21534,1053,7197.299999999999
鬼畜剧场,食人巨鳄横行非洲40年，开枪打不死至今没抓着，现实比电影还离谱···,动物综合,11338,691,3885.1
鬼畜剧场,80买3斤牛最便宜的肉，看着丑，做好香！比牛腱肉还好吃！,美食记录,14823,426,4745.099999999999
美食记录,【超实用】你的手机号绑定了多少app？30秒快速查询、解绑！,社会,147649,4142,47194.1
美食记录,读书不知归处，误入书画境中,绘画,380361,1034,114832.1
美食记录,【暴走大事件第九季】 05 考漂移、测智商、忽悠聊天？扒一扒各国驾考文化,综艺,23295,477,7322.4
美食记录,夜以继日，蛮横搏斗太刺激，这鱼我等它一年了！,运动综合,31569,2240,11038.699999999999
美食记录,《 轻 轻 敲 醒 沉 睡 的 心 灵 》,单机游戏,72509,370,22011.7
美食记录,一个午餐肉罐头能放十年还不坏，原理是什么？,科学科普,46941,957,14752.199999999999
美食记录,卧槽！原来刘亦菲当年说的都是真的！,粉丝创作,60805,2630,20082.5
美食记录,这个4年前最被期待的射击游戏终于要来了！【第三次世界大战】,网络游戏,294276,3446,90695.0
美食记录,你们根本不懂有女儿的快乐………,搞笑,31401,283,9618.4
美食记录,大庆赶海，发现一只大个猫眼螺藏在沙子里，肥肥的一捏全是水,田园美食,36821,462,11369.699999999999
美食记录,假如世界禁止嘤嘤怪,健身,21531,314,6679.1
美食记录,称霸亚洲走向世界？印度的大国梦是怎么破碎的,人文历史,12224,435,3971.7
美食记录,艾特喜欢汪汪的男孩子来看,汪星人,35004,859,11102.499999999998
美食记录,为什么男人的韭菜不好割了【沈帅波】,财经商业,18735,1048,6354.1
美食记录,在乡下生活也是一种享受,搞笑,39670,412,12189.4
美食记录,千 万 别 在 西 藏 上 厕 所 ！,出行,34923,908,11112.5
美食记录,编剧真的没有必要让男女主强行双洁！！！,影视杂谈,24466,3325,9667.3
美食记录,课 堂 请 勿 对 对 子【2022毕业篇】！！！,短片·手书·配音,298436,1774,90772.6
美食记录,金字塔尖的做法！肉香和豆豉香结合，下饭简直一绝~丨回锅肉,美食制作,18163,606,5873.099999999999
美食记录,原来蹭吃蹭喝这么幸福，就不知道以后有没有机会呀，哈哈哈,出行,58195,456,17777.7
美食记录,2022《伴你成长》毕业季大合唱来了！,MV,142981,1706,44088.49999999999
美食记录,在印度想家了怎么办？吃点家乡的美食！,美食侦探,148959,2340,46325.7
美食记录,如果僵尸拿起了铲子！,单机游戏,305280,477,91917.9
美食记录,谢谢你，虚空妈咪,电子竞技,53887,962,16839.5
美食记录,空灵嗓音直击灵魂深处，男女合唱英文版《海底》,翻唱,13895,459,4489.8
美食记录,我知道，喜茶很想弄死我...,美食制作,104132,1188,32071.199999999997
美食记录,学渣的自我修养！画地为牢什么的，常规操作而已,搞笑,165165,364,49804.3
美食记录,Cardi B《浦巴罗》精彩片段,明星综合,20721,547,6599.2
美食记录,【原神填词/海底】浮生终一刹，万般皆难舍,手机游戏,23866,505,7513.3
美食记录,孤勇者小学生 但是特效拉满,鬼畜剧场,337827,3211,103595.79999999999
美食记录,我只是多看了他一眼，他就拼命追我们，可能是疯了？,汪星人,212167,2935,65704.6
美食记录,小诊所深藏中医圣手，他用吸血鬼造神奇，为病人好从不多开一副药,科学科普,54592,1045,17109.1
美食记录,老外vs你的联系方式,搞笑,58616,816,18156.0
美食记录,剧TOP：豆瓣9.1，现象级韩剧《D.P逃兵追缉令》（上）,影视杂谈,35567,1367,11627.0
美食记录,“一百一别住酒店了，你上我家住别墅去吧。”出行奇遇，路遇“空城”,出行,13278,1844,5274.2
美食记录,大家切记 东西咱能不买就不买 能白嫖就白嫖,日常,86296,1420,26882.8
美食记录,后来的古言剧再无这般惊才绝艳的台词！这来自几百年前的女性呐喊至今振聋发聩,影视剪辑,27498,393,8524.5
美食记录,求求你别卷了！这玩意在校门口卖10元真不贵…,美食制作,58679,538,17980.3
美食记录,这玩意才是米饭杀手！！！,美食制作,21558,491,6811.099999999999
美食记录,中国上海独有的超市？美食堪比世界级食堂！烤猪肘、烤鸡竟然是这味道？,美食测评,23195,431,7260.2
美食记录,在毕业最后一天和被拒三年的学姐表白？,美妆护肤,65853,889,20378.199999999997
美食记录,“一步之遥-金州勇士”,篮球,53916,272,16365.199999999999
美食记录,【神超云顶之弈】T0冒险刀霞！顶级拼多多理解把把吃分， 学会三天上大师！【S7巨龙之境阵容教学】,电子竞技,24624,1540,8465.2
美食记录,有一个表情管理的教导主任是什么体验,舞蹈综合,209120,1745,63957.5
美食记录,破败之王超级分身：50个英雄！我一个人就是军队！(破败之王 佛耶戈BUG),电子竞技,11105,875,3944.0
美食记录,李庄白肉  厨子探店¥199,美食侦探,81812,2064,25988.399999999998
美食记录,这也行？我国科学家通过蚂蟥体内DNA分析保护区动物！,社会,49235,1040,15498.5
美食记录,去孔子学院接侯哥放学，检查学习成果，新房子买电缆刚好1000万当地币,出行,21534,1053,7197.299999999999
美食记录,食人巨鳄横行非洲40年，开枪打不死至今没抓着，现实比电影还离谱···,动物综合,11338,691,3885.1
美食记录,80买3斤牛最便宜的肉，看着丑，做好香！比牛腱肉还好吃！,美食记录,14823,426,4745.099999999999
MV,【超实用】你的手机号绑定了多少app？30秒快速查询、解绑！,社会,147649,4142,47194.1
MV,读书不知归处，误入书画境中,绘画,380361,1034,114832.1
MV,【暴走大事件第九季】 05 考漂移、测智商、忽悠聊天？扒一扒各国驾考文化,综艺,23295,477,7322.4
MV,夜以继日，蛮横搏斗太刺激，这鱼我等它一年了！,运动综合,31569,2240,11038.699999999999
MV,《 轻 轻 敲 醒 沉 睡 的 心 灵 》,单机游戏,72509,370,22011.7
MV,一个午餐肉罐头能放十年还不坏，原理是什么？,科学科普,46941,957,14752.199999999999
MV,卧槽！原来刘亦菲当年说的都是真的！,粉丝创作,60805,2630,20082.5
MV,这个4年前最被期待的射击游戏终于要来了！【第三次世界大战】,网络游戏,294276,3446,90695.0
MV,你们根本不懂有女儿的快乐………,搞笑,31401,283,9618.4
MV,大庆赶海，发现一只大个猫眼螺藏在沙子里，肥肥的一捏全是水,田园美食,36821,462,11369.699999999999
MV,假如世界禁止嘤嘤怪,健身,21531,314,6679.1
MV,称霸亚洲走向世界？印度的大国梦是怎么破碎的,人文历史,12224,435,3971.7
MV,艾特喜欢汪汪的男孩子来看,汪星人,35004,859,11102.499999999998
MV,为什么男人的韭菜不好割了【沈帅波】,财经商业,18735,1048,6354.1
MV,在乡下生活也是一种享受,搞笑,39670,412,12189.4
MV,千 万 别 在 西 藏 上 厕 所 ！,出行,34923,908,11112.5
MV,编剧真的没有必要让男女主强行双洁！！！,影视杂谈,24466,3325,9667.3
MV,课 堂 请 勿 对 对 子【2022毕业篇】！！！,短片·手书·配音,298436,1774,90772.6
MV,金字塔尖的做法！肉香和豆豉香结合，下饭简直一绝~丨回锅肉,美食制作,18163,606,5873.099999999999
MV,原来蹭吃蹭喝这么幸福，就不知道以后有没有机会呀，哈哈哈,出行,58195,456,17777.7
MV,2022《伴你成长》毕业季大合唱来了！,MV,142981,1706,44088.49999999999
MV,在印度想家了怎么办？吃点家乡的美食！,美食侦探,148959,2340,46325.7
MV,如果僵尸拿起了铲子！,单机游戏,305280,477,91917.9
MV,谢谢你，虚空妈咪,电子竞技,53887,962,16839.5
MV,空灵嗓音直击灵魂深处，男女合唱英文版《海底》,翻唱,13895,459,4489.8
MV,我知道，喜茶很想弄死我...,美食制作,104132,1188,32071.199999999997
MV,学渣的自我修养！画地为牢什么的，常规操作而已,搞笑,165165,364,49804.3
MV,Cardi B《浦巴罗》精彩片段,明星综合,20721,547,6599.2
MV,【原神填词/海底】浮生终一刹，万般皆难舍,手机游戏,23866,505,7513.3
MV,孤勇者小学生 但是特效拉满,鬼畜剧场,337827,3211,103595.79999999999
MV,我只是多看了他一眼，他就拼命追我们，可能是疯了？,汪星人,212167,2935,65704.6
MV,小诊所深藏中医圣手，他用吸血鬼造神奇，为病人好从不多开一副药,科学科普,54592,1045,17109.1
MV,老外vs你的联系方式,搞笑,58616,816,18156.0
MV,剧TOP：豆瓣9.1，现象级韩剧《D.P逃兵追缉令》（上）,影视杂谈,35567,1367,11627.0
MV,“一百一别住酒店了，你上我家住别墅去吧。”出行奇遇，路遇“空城”,出行,13278,1844,5274.2
MV,大家切记 东西咱能不买就不买 能白嫖就白嫖,日常,86296,1420,26882.8
MV,后来的古言剧再无这般惊才绝艳的台词！这来自几百年前的女性呐喊至今振聋发聩,影视剪辑,27498,393,8524.5
MV,求求你别卷了！这玩意在校门口卖10元真不贵…,美食制作,58679,538,17980.3
MV,这玩意才是米饭杀手！！！,美食制作,21558,491,6811.099999999999
MV,中国上海独有的超市？美食堪比世界级食堂！烤猪肘、烤鸡竟然是这味道？,美食测评,23195,431,7260.2
MV,在毕业最后一天和被拒三年的学姐表白？,美妆护肤,65853,889,20378.199999999997
MV,“一步之遥-金州勇士”,篮球,53916,272,16365.199999999999
MV,【神超云顶之弈】T0冒险刀霞！顶级拼多多理解把把吃分， 学会三天上大师！【S7巨龙之境阵容教学】,电子竞技,24624,1540,8465.2
MV,有一个表情管理的教导主任是什么体验,舞蹈综合,209120,1745,63957.5
MV,破败之王超级分身：50个英雄！我一个人就是军队！(破败之王 佛耶戈BUG),电子竞技,11105,875,3944.0
MV,李庄白肉  厨子探店¥199,美食侦探,81812,2064,25988.399999999998
MV,这也行？我国科学家通过蚂蟥体内DNA分析保护区动物！,社会,49235,1040,15498.5
MV,去孔子学院接侯哥放学，检查学习成果，新房子买电缆刚好1000万当地币,出行,21534,1053,7197.299999999999
MV,食人巨鳄横行非洲40年，开枪打不死至今没抓着，现实比电影还离谱···,动物综合,11338,691,3885.1
MV,80买3斤牛最便宜的肉，看着丑，做好香！比牛腱肉还好吃！,美食记录,14823,426,4745.099999999999
运动综合,【超实用】你的手机号绑定了多少app？30秒快速查询、解绑！,社会,147649,4142,47194.1
运动综合,读书不知归处，误入书画境中,绘画,380361,1034,114832.1
